Auction ID,Status,Minimum Bid,Open Date/Time,Close Date/Time,Attorney,Debt Amount,Book/Writ,OPA,Address,County,Sale Type,Final Bid,Page Status,Num Bids,Auction Closed,Page Min Bid (check),Delta vs Min Bid,% Over Min Bid,Delta vs Debt,Fetch Note
1293408,Preview,379100,07-07-26 10:00 AM,07-07-26 01:10 PM,"MCCARTER & ENGLISH, LLP",18884218,2603-443A & 2603-443C & 2603-443B,881121041 & 881121032 & 881121031,4400-02 WALNUT STREET PHILADELPHIA PA 19104 & 4408-4410 WALNUT STREET PHILADELPHIA PA 19104 & 4404-4406 WALNUT STREET PHILADELPHIA PA 19104,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:10 PM ET,,,,,
1275430,Preview,35400,07-07-26 10:00 AM,07-07-26 01:20 PM,"ROBERTSON, ANSCHUTZ, SCHNEID, CRANE & PARTNERS, PLLC",94726,2601-376,4620029700,5146 HAZEL AVENUE PHILADELPHIA PA 19143,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:20 PM ET,,,,,
1276297,Preview,39300,07-07-26 10:00 AM,07-07-26 01:20 PM,"LAW OFFICES OF MICHAEL KULDINER, PC",717923,2604-336,871217750,1703 POPLAR STREET PHILADELPHIA PA 19130,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:40 PM ET,,,,,
1276423,Preview,9800,07-07-26 10:00 AM,07-07-26 01:20 PM,STERN & EISENBERG PC,243740,2607-310,441164200,117 NORTH 53RD STREET A/K/A 117 N. 53RD STREET PHILADELPHIA PA 19139,Philadelphia,MORTGAGE FORECLOSURE,78053,Sold to Plaintiff,31,07-07-26 01:43 PM ET,9800,68253,696.5,-165687,
1278603,Preview,23700,07-07-26 10:00 AM,07-07-26 01:20 PM,"STERN & EISENBERG, PC",237344,2607-314,453191000,4338 ALMOND STREET AKA 4338 ALMOND STREET PHILADELPHIA PA 19137,Philadelphia,MORTGAGE FORECLOSURE,61700,Sold to Plaintiff,13,07-07-26 01:36 PM ET,23700,38000,160.3,-175644,
1278609,Preview,22300,07-07-26 10:00 AM,07-07-26 01:20 PM,"STERN & EISENBERG, PC",80654,2607-320,301375400,1044 SOUTH CLEVELAND STREET PHILADELPHIA PA 19146,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,,,,,,
1278615,Preview,18200,07-07-26 10:00 AM,07-07-26 01:20 PM,"STERN & EISENBERG, PC",204406,2607-326,612443900,5917 MASCHER STREET PHILADELPHIA PA 19120,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,,,,,,
1279074,Preview,15300,07-07-26 10:00 AM,07-07-26 01:20 PM,"BROCK & SCOTT, PLLC",45073,2607-347,171349100,1725 COLONIAL STREET PHILADELPHIA PA 19126,Philadelphia,MORTGAGE FORECLOSURE,,Stayed,,07-07-26 01:20 PM ET,,,,,
1279086,Preview,7200,07-07-26 10:00 AM,07-07-26 01:20 PM,HILL WALLACK LLP,463276,2607-359,292111910,1431 NORTH NEWKIRK STREET PHILADELPHIA PA 19121,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:20 PM ET,,,,,
1279104,Preview,21900,07-07-26 10:00 AM,07-07-26 01:20 PM,"BROCK & SCOTT, PLLC",239837,2607-377,888062402,"901 N PENN STREET UNIT F-704, AKA 873-922 PENN STREET, UNIT F-704 PHILADELPHIA PA 19123",Philadelphia,MORTGAGE FORECLOSURE,257000,Sold to Plaintiff,23,07-07-26 02:14 PM ET,21900,235100,1073.5,17163,
1279110,Preview,7300,07-07-26 10:00 AM,07-07-26 01:20 PM,LOGS LEGAL GROUP LLP,67827,2607-383,381097700,2956 NORTH STILLMAN STREET PHILADELPHIA PA 19132,Philadelphia,MORTGAGE FORECLOSURE,30100,Sold,9,07-07-26 01:20 PM ET,7300,22800,312.3,-37727,
1279116,Preview,14200,07-07-26 10:00 AM,07-07-26 01:20 PM,FRIEDMAN VARTOLO LLP,127937,2607-389,344131200,7320 WOODBINE AVENUE PHILADELPHIA PA 19151,Philadelphia,MORTGAGE FORECLOSURE,131125,Sold,12,07-07-26 01:20 PM ET,14200,116925,823.4,3188,
1280012,Preview,42300,07-07-26 10:00 AM,07-07-26 01:20 PM,"ROMANO GARUBO & ARFENTIERI, COUNSELORS AT LAW LLC",819430,2607-400,321214200,1821 NORTH 18TH STREET PHILADELPHIA PA 19121,Philadelphia,MORTGAGE FORECLOSURE,301000,Sold to Plaintiff,37,07-07-26 01:41 PM ET,42300,258700,611.6,-518430,
1280018,Preview,19500,07-07-26 10:00 AM,07-07-26 01:20 PM,HILL WALLACK LLP,195955,2607-406,562416400,9365 HOFF STREET PHILADELPHIA PA 19115,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:20 PM ET,,,,,
1280024,Preview,15200,07-07-26 10:00 AM,07-07-26 01:20 PM,HILL WALLACK LLP,100222,2607-412,232391000,4657 EDMUND STREET PHILADELPHIA PA 19124,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,,,,,,
1280030,Preview,30200,07-07-26 10:00 AM,07-07-26 01:20 PM,"BROCK & SCOTT, PLLC",255817,2607-422,122109200,330 EAST CHELTEN AVENUE PHILADELPHIA PA 19144,Philadelphia,MORTGAGE FORECLOSURE,201000,Sold to Plaintiff,30,07-07-26 01:20 PM ET,30200,170800,565.6,-54817,
1281544,Preview,21300,07-07-26 10:00 AM,07-07-26 01:20 PM,"BROCK & SCOTT, PLLC",380710,2507-408,571268200,8918 MAXWELL PLACE PHILADELPHIA PA 19152,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:20 PM ET,,,,,
1281655,Preview,25200,07-07-26 10:00 AM,07-07-26 01:20 PM,"ROMANO GARUBO & ARENTIERI COUNSELORS AT LAW, LLC",104989,2407-393,482234400,2247 SOUTH HEMBERGER STREET PHILADELPHIA PA 19145,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:20 PM ET,,,,,
1282026,Preview,8700,07-07-26 10:00 AM,07-07-26 01:20 PM,"PINCUS LAW GROUP, PLLC",185211,2505-316,322146400,1959 NORTH 24TH STREET PHILADELPHIA PA 19121,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:20 PM ET,,,,,
1282044,Preview,17800,07-07-26 10:00 AM,07-07-26 01:20 PM,"MCCABE WEISBERG & CONWAY, LLC",49642,2510-348,622124400,1706 SCATTERGOOD STREET PHILADELPHIA PA 19124,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:20 PM ET,,,,,
1282050,Preview,22100,07-07-26 10:00 AM,07-07-26 01:20 PM,"KML LAW GROUP, P.C.",219351,2511-390,561290800,1415-17 TUDOR STREET PHILADELPHIA PA 19111,Philadelphia,MORTGAGE FORECLOSURE,255600,Sold to Plaintiff,1,07-07-26 01:20 PM ET,22100,233500,1056.6,36249,
1282066,Preview,18000,07-07-26 10:00 AM,07-07-26 01:20 PM,MDK LEGAL,176941,2601-373,421581600,4631 TAMPA STREET PHILADELPHIA PA 19120,Philadelphia,MORTGAGE FORECLOSURE,101400,Sold,14,07-07-26 01:20 PM ET,18000,83400,463.3,-75541,
1282090,Preview,16800,07-07-26 10:00 AM,07-07-26 01:20 PM,HILL WALLACK LLP,211679,2603-424,131142900,3759 NORTH 15TH STREET PHILADELPHIA PA 19140,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,,,,,,
1282252,Preview,36700,07-07-26 10:00 AM,07-07-26 01:20 PM,HILL WALLACK LLP,557383,2605-318,323122200,3212 DIAMOND STREET PHILADELPHIA PA 19121,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:20 PM ET,,,,,
1282264,Preview,9000,07-07-26 10:00 AM,07-07-26 01:20 PM,"PINCUS LAW GROUP, PLLC",296631,2605-380,324164300,1647 NORTH DOVER STREET PHILADELPHIA PA 19121,Philadelphia,MORTGAGE FORECLOSURE,43000,Sold to Plaintiff,12,07-07-26 01:23 PM ET,9000,34000,377.8,-253631,
1282270,Preview,14300,07-07-26 10:00 AM,07-07-26 01:20 PM,FRIEDMAN VARTOLO LLP,189539,2605-405,261133700,2418 SOUTH CARLISLE STREET PHILADELPHIA PA 19145,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:20 PM ET,,,,,
1282423,Preview,28000,07-07-26 10:00 AM,07-07-26 01:20 PM,FRIEDMAN VARTOLO LLP,148804,2503-354,363176000,1712 SOUTH 18TH STREET PHILADELPHIA PA 19145,Philadelphia,MORTGAGE FORECLOSURE,164000,Sold to Plaintiff,4,07-07-26 01:20 PM ET,28000,136000,485.7,15196,
1282433,Preview,10100,07-07-26 10:00 AM,07-07-26 01:20 PM,"ROBERTSON, ANSCHUTZ, SCHNEID, CRANE & PARTNERS, PLLC",12402,2507-341,132070300,4245 NORTH HICKS STREET PHILADELPHIA PA 19140,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:20 PM ET,,,,,
1282491,Preview,20000,07-07-26 10:00 AM,07-07-26 01:20 PM,PARKER MCCAY P.A.,33955,2603-429,481361600,1909 SOUTH 21ST STREET PHILADELPHIA PA 19145,Philadelphia,MORTGAGE FORECLOSURE,126000,Sold,47,07-07-26 01:53 PM ET,20000,106000,530.0,92045,
1285227,Preview,14600,07-07-26 10:00 AM,07-07-26 01:20 PM,"MCCALLA RAYMER LEIBERT PIERCE, LLP",318888,2605-321,292040300,2705 WEST THOMPSON STREET PHILADELPHIA PA 19121,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:20 PM ET,,,,,
1286173,Preview,41400,07-07-26 10:00 AM,07-07-26 01:20 PM,FRIEDMAN VARTOLO LLP,413905,2604-446A & 2604-446C & 2604-446B,111094900 & 111108800 & 111108500,1636 WEST TORONTO STREET PHILADELPHIA PA 19132 & 1624 WEST CLEARFIELD STREET PHILADELPHIA PA 19132 & 1618 WEST CLEARFIELD STREET PHILADELPHIA PA 19132,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,,,,,,
1286633,Preview,16000,07-07-26 10:00 AM,07-07-26 01:20 PM,BARLEY SNYDER,250152,2604-399,232206600,1613 HARRISON STREET PHILADELPHIA PA 19125,Philadelphia,MORTGAGE FORECLOSURE,95000,Sold to Plaintiff,19,07-07-26 01:37 PM ET,16000,79000,493.8,-155152,
1286645,Preview,20600,07-07-26 10:00 AM,07-07-26 01:20 PM,"STERN & EISENBERG, PC",102611,2606-334,621478800,5014 NORTH PENN STREET PHILADELPHIA PA 19124,Philadelphia,MORTGAGE FORECLOSURE,137000,Sold,14,07-07-26 01:37 PM ET,20600,116400,565.0,34389,
1286976,Preview,14800,07-07-26 10:00 AM,07-07-26 01:20 PM,LOGS LEGAL GROUP LLP,299871,2512-474,172284500,6536 NORTH 18TH STREET PHILADELPHIA PA 19126,Philadelphia,MORTGAGE FORECLOSURE,88600,Sold,11,07-07-26 01:42 PM ET,14800,73800,498.6,-211271,
1286994,Preview,76300,07-07-26 10:00 AM,07-07-26 01:20 PM,FLECK ECKERT KLEIN  LLC,728579,2603-455,882935885,2517-19 WEST GIRARD AVENUE PHILADELPHIA PA 19130,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,,,,,,
1287000,Preview,26500,07-07-26 10:00 AM,07-07-26 01:20 PM,THE LAW OFFICE OF GREGORY JAVARDIAN LLC,178892,2604-338,551185000,3219 RAWLE STREET PHILADELPHIA PA 19149,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:20 PM ET,,,,,
1287408,Preview,9900,07-07-26 10:00 AM,07-07-26 01:20 PM,LAW OFFICE OF GREGORY JAVARDIAN LLC,79477,2506-378,364353800,1409 SOUTH NEWKIRK STREET PHILADELPHIA PA 19146,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:20 PM ET,,,,,
1287420,Preview,15600,07-07-26 10:00 AM,07-07-26 01:20 PM,FRIEDMAN VARTOLO LLP,336185,2511-316,364036600,2336 DICKINSON STREET PHILADELPHIA PA 19146,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,,,,,,
1287456,Preview,26400,07-07-26 10:00 AM,07-07-26 01:20 PM,"KML LAW GROUP, P.C.",179874,2604-311,405181421,8502 LYONS PLACE PHILADELPHIA PA 19153,Philadelphia,MORTGAGE FORECLOSURE,,Stayed,,07-07-26 01:20 PM ET,,,,,
1287798,Preview,17200,07-07-26 10:00 AM,07-07-26 01:20 PM,KML LAW GROUP P.C.,132419,2606-358,011397700,436 MCCLELLAN STREET PHILADELPHIA PA 19148,Philadelphia,MORTGAGE FORECLOSURE,,Stayed,,07-07-26 01:20 PM ET,,,,,
1293140,Preview,17600,07-07-26 10:00 AM,07-07-26 01:20 PM,"LEOPOLD & ASSOCIATES, PLLC",284148,2607-404,362231300,3640 WHARTON STREET PHILADELPHIA PA 19146,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:20 PM ET,,,,,
1293409,Preview,23600,07-07-26 10:00 AM,07-07-26 01:20 PM,PARKER MCCAY P.A.,241191,2605-314,344380000,1018 NORTH 66TH STREET PHILADELPHIA PA 19151,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:20 PM ET,,,,,
1270354,Preview,29000,07-07-26 10:00 AM,07-07-26 01:30 PM,FRIEDMAN VARTOLO LLP,334277,2604-454,262387900,2125 RESERVE DRIVE AKA 2125 WEST RESERVE DRIVE PHILADELPHIA PA 19145,Philadelphia,MORTGAGE FORECLOSURE,373000,Sold,62,07-07-26 02:07 PM ET,29000,344000,1186.2,38723,
1274092,Preview,17300,07-07-26 10:00 AM,07-07-26 01:30 PM,"KML LAW GROUP, P.C.",187318,2604-406,102418500,7369 WOOLSTON AVENUE PHILADELPHIA PA 19138,Philadelphia,MORTGAGE FORECLOSURE,127600,Sold,13,07-07-26 01:38 PM ET,17300,110300,637.6,-59718,
1274420,Preview,24900,07-07-26 10:00 AM,07-07-26 01:30 PM,"BROCK & SCOTT, PLLC",167180,2602-314,662333300,203 GREENDALE ROAD PHILADELPHIA PA 19154,Philadelphia,MORTGAGE FORECLOSURE,,Stayed,,07-07-26 01:30 PM ET,,,,,
1274642,Preview,11300,07-07-26 10:00 AM,07-07-26 01:30 PM,HILL WALLACK LLP,56421,2512-351,401116200,5915 CHESTER AVENUE PHILADELPHIA PA 19143,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,,,,,,
1274654,Preview,16600,07-07-26 10:00 AM,07-07-26 01:30 PM,FRIEDMAN VARTOLO LLP,166833,2604-307,034116100,5927 SPRINGFIELD AVENUE PHILADELPHIA PA 19143,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:30 PM ET,,,,,
1274808,Preview,14100,07-07-26 10:00 AM,07-07-26 01:30 PM,HILL WALLACK LLP,118516,2512-455,651237300,7723 WALKER STREET PHILADELPHIA PA 19136,Philadelphia,MORTGAGE FORECLOSURE,122615,Sold,4,07-07-26 01:30 PM ET,14100,108515,769.6,4099,
1275373,Preview,32500,07-07-26 10:00 AM,07-07-26 01:30 PM,"EISENBERG, GOLD & AGRAWAL, PC",330913,2604-340,451457925,2216 EAST PACIFIC STREET PHILADELPHIA PA 19134,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,,,,,,
1275425,Preview,14800,07-07-26 10:00 AM,07-07-26 01:30 PM,FRIEDMAN VARTOLO LLP,25111,2512-398,514028300,1641 SOUTH 56TH STREET PHILADELPHIA PA 19143,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:30 PM ET,,,,,
1278538,Preview,27900,07-07-26 10:00 AM,07-07-26 01:30 PM,"BROCK & SCOTT, PLLC",325522,2605-449,451457930,2218 EAST PACIFIC STREET PHILADELPHIA PA 19134,Philadelphia,MORTGAGE FORECLOSURE,,Stayed,,07-07-26 01:30 PM ET,,,,,
1278604,Preview,15700,07-07-26 10:00 AM,07-07-26 01:30 PM,"STERN & EISENBERG, PC",80087,2607-315,071333700,3051 NORTH LEE STREET PHILADELPHIA PA 19134,Philadelphia,MORTGAGE FORECLOSURE,31700,Sold to Plaintiff,9,07-07-26 01:30 PM ET,15700,16000,101.9,-48387,
1278610,Preview,9500,07-07-26 10:00 AM,07-07-26 01:30 PM,FRIEDMAN VARTOLO LLP,185845,2607-321,042112100,36 NORTH 59TH STREET PHILADELPHIA PA 19139,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,,,,,,
1278616,Preview,10800,07-07-26 10:00 AM,07-07-26 01:30 PM,"STERN & EISENBERG, PC",267171,2607-327,512014000,1502 S 53RD STREET AKA 1502 S. 53RD STREET PHILADELPHIA PA 19143,Philadelphia,MORTGAGE FORECLOSURE,30800,Sold to Plaintiff,11,07-07-26 01:30 PM ET,10800,20000,185.2,-236371,
1279057,Preview,31100,07-07-26 10:00 AM,07-07-26 01:30 PM,"STERN & EISENBERG, PC",577143,2607-313,871132650,2840 WEST GIRARD AVENUE PHILADELPHIA PA 19130,Philadelphia,MORTGAGE FORECLOSURE,301000,Sold to Plaintiff,4,07-07-26 01:30 PM ET,31100,269900,867.8,-276143,
1279063,Preview,16300,07-07-26 10:00 AM,07-07-26 01:30 PM,"RAS CITRON, LLC",62921,2607-336,482187500,2007 SOUTH 22ND STREET PHILADELPHIA PA 19145,Philadelphia,MORTGAGE FORECLOSURE,120600,Sold,47,07-07-26 02:37 PM ET,16300,104300,639.9,57679,
1279069,Preview,7500,07-07-26 10:00 AM,07-07-26 01:30 PM,FRIEDMAN VARTOLO LLP,166478,2607-342,432129900,3550 NORTH WARNOCK STREET PHILADELPHIA PA 19140,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,,,,,,
1279075,Preview,14800,07-07-26 10:00 AM,07-07-26 01:30 PM,"BROCK & SCOTT, PLLC",177969,2607-348,611353800,136 EAST WALNUT PARK DRIVE PHILADELPHIA PA 19120,Philadelphia,MORTGAGE FORECLOSURE,134777,Sold to Plaintiff,9,07-07-26 01:33 PM ET,14800,119977,810.7,-43192,
1279543,Preview,125500,07-07-26 10:00 AM,07-07-26 01:30 PM,WEBER GALLAGHER SIMPSON STAPLETON FIRES & NEWBY LLP,1100542,2607-397A & 2607-397C & 2607-397B,471103300 & 471103500 & 471103400,1418 MASTER STREET PHILADELPHIA PA 19121 & 1422 MASTER STREET PHILADELPHIA PA 19121 & 1420 MASTER STREET PHILADELPHIA PA 19121,Philadelphia,MORTGAGE FORECLOSURE,125500,Sold to Plaintiff,1,07-07-26 01:30 PM ET,125500,0,0.0,-975042,
1280013,Preview,9300,07-07-26 10:00 AM,07-07-26 01:30 PM,LOGS LEGAL GROUP LLP,90834,2607-401,402259100,6329 BUIST AVENUE PHILADELPHIA PA 19142,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:30 PM ET,,,,,
1280019,Preview,13500,07-07-26 10:00 AM,07-07-26 01:30 PM,HILL WALLACK LLP,212584,2607-407,591109100,716 EAST RITTENHOUSE STREET PHILADELPHIA PA 19144,Philadelphia,MORTGAGE FORECLOSURE,31500,Sold to Plaintiff,10,07-07-26 01:30 PM ET,13500,18000,133.3,-181084,
1280025,Preview,17500,07-07-26 10:00 AM,07-07-26 01:30 PM,HILL WALLACK LLP,68339,2607-413,292180900,2916 WEST GIRARD AVENUE PHILADELPHIA PA 19130,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:30 PM ET,,,,,
1280031,Preview,40600,07-07-26 10:00 AM,07-07-26 01:30 PM,HLADIK ONORATO & FEDERMAN LLP,441589,2607-423B & 2607-423A & 2607-423C,441028800 & 441027300 & 462038700,5334 RACE STREET PHILADELPHIA PA 19139 & 5304 RACE STREET PHILADELPHIA PA 19139 & 5248 RODMAN STREET PHILADELPHIA PA 19143,Philadelphia,MORTGAGE FORECLOSURE,40600,Sold to Plaintiff,1,07-07-26 01:30 PM ET,40600,0,0.0,-400989,
1281119,Preview,14300,07-07-26 10:00 AM,07-07-26 01:30 PM,FRIEDMAN VARTOLO LLP,144200,2603-307,042264300,348 NORTH SALFORD STREET PHILADELPHIA PA 19139,Philadelphia,MORTGAGE FORECLOSURE,40300,Sold to Plaintiff,14,07-07-26 01:30 PM ET,14300,26000,181.8,-103900,
1281321,Preview,45300,07-07-26 10:00 AM,07-07-26 01:30 PM,"ROBERTSON, ANSCHUTZ, SCHNEID, CRANE & PARTNERS, PLLC",85362,2407-326,353188300,6200 HASBROOK AVENUE PHILADELPHIA PA 19111,Philadelphia,MORTGAGE FORECLOSURE,,Stayed,,07-07-26 01:30 PM ET,,,,,
1281364,Preview,7600,07-07-26 10:00 AM,07-07-26 01:30 PM,FRIEDMAN VARTOLO LLP,194379,2603-446,121062200,52 COLLOM STREET A/K/A 52 EAST COLLOM STREET PHILADELPHIA PA 19144,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,,,,,,
1281382,Preview,22500,07-07-26 10:00 AM,07-07-26 01:30 PM,"ROBERTSON, ANSCHUTZ, SCHNEID, CRANE & PARTNERS, PLLC",210801,2605-390,502322700,1100 EAST SHARPNACK STREET PHILADELPHIA PA 19150,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:30 PM ET,,,,,
1281553,Preview,10000,07-07-26 10:00 AM,07-07-26 01:30 PM,"BROCK & SCOTT, PLLC",46864,2601-384,342286400,1542 NORTH ROBINSON STREET PHILADELPHIA PA 19151,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:30 PM ET,,,,,
1281656,Preview,16600,07-07-26 10:00 AM,07-07-26 01:30 PM,"ROBERTSON, ANSCHUTZ, SCHNEID, CRANE & PARTNERS, PLLC",145937,2511-406,561401200,1211 FAUNCE STREET PHILADELPHIA PA 19111,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:30 PM ET,,,,,
1281827,Preview,23600,07-07-26 10:00 AM,07-07-26 01:30 PM,THE MANLEY LAW FIRM LLC,139825,2605-339,551371400,3223 BRIGHTON STREET PHILADELPHIA PA 19149,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:30 PM ET,,,,,
1282027,Preview,19100,07-07-26 10:00 AM,07-07-26 01:30 PM,MANLEY DEAS KOCHALSKI LLC,146265,2505-346,344117100,7352 WOODCREST AVENUE PHILADELPHIA PA 19151,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:30 PM ET,,,,,
1282073,Preview,9800,07-07-26 10:00 AM,07-07-26 01:30 PM,"STERN & EISENBERG, PC",91076,2602-325,041157800,111 NORTH 55TH STREET PHILADELPHIA PA 19139,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:30 PM ET,,,,,
1282085,Preview,27300,07-07-26 10:00 AM,07-07-26 01:30 PM,FRIEDMAN VARTOLO LLP,91704,2603-364,621572005,6301 CARDIFF STREET PHILADELPHIA PA 19149,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:30 PM ET,,,,,
1282091,Preview,15700,07-07-26 10:00 AM,07-07-26 01:30 PM,HILL WALLACK LLP,354247,2603-425,321145600,1703 ARLINGTON STREET PHILADELPHIA PA 19121,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,,,,,,
1282247,Preview,18400,07-07-26 10:00 AM,07-07-26 01:30 PM,BARLEY SNYDER LLP,264986,2604-440,351308200,5720 WEYMOUTH STREET PHILADELPHIA PA 19120,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,,,,,,
1282259,Preview,11500,07-07-26 10:00 AM,07-07-26 01:30 PM,"ROBERTSON, ANSCHUTZ, SCHNEID, CRANE & PARTNERS, PLLC",97670,2605-354,401001000,1824 SOUTH 57TH STREET PHILADELPHIA PA 19143,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:30 PM ET,,,,,
1282271,Preview,9400,07-07-26 10:00 AM,07-07-26 01:30 PM,FRIEDMAN VARTOLO LLP,20446,2605-406,072213700,257 WEST SEDGELY AVENUE PHILADELPHIA PA 19140,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:30 PM ET,,,,,
1282453,Preview,23000,07-07-26 10:00 AM,07-07-26 01:30 PM,FRIEDMAN VARTOLO LLP,11988,2601-372,651059800,4234 OAKMONT STREET PHILADELPHIA PA 19136,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:30 PM ET,,,,,
1282503,Preview,16200,07-07-26 10:00 AM,07-07-26 01:30 PM,"EISENBERG, GOLD & AGRAWAL, P.C.",227164,2605-311,514194700,1637 SOUTH 55TH STREET PHILADELPHIA PA 19143,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:30 PM ET,,,,,
1282871,Preview,15700,07-07-26 10:00 AM,07-07-26 01:30 PM,HILL WALLACK LLP,508036,2601-389,364000070,1547 SOUTH 31ST STREET PHILADELPHIA PA 19146,Philadelphia,MORTGAGE FORECLOSURE,31700,Sold to Plaintiff,9,07-07-26 01:30 PM ET,15700,16000,101.9,-476336,
1286610,Preview,14700,07-07-26 10:00 AM,07-07-26 01:30 PM,"PINCUS & TARAB, ATTORNEYS AT LAW, PLLC",79457,2509-301,513091100,5616 THOMAS AVENUE PHILADELPHIA PA 19143,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:30 PM ET,,,,,
1286939,Preview,117400,07-07-26 10:00 AM,07-07-26 01:30 PM,"FLEISCHER FLEISCHER & SUGLIA, PC",1956847,2504-305,888501206,500-06 WALNUT STREET UNIT 204 PHILADELPHIA PA 19106,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:30 PM ET,,,,,
1286971,Preview,17300,07-07-26 10:00 AM,07-07-26 01:30 PM,"BROCK & SCOTT, PLLC",145785,2512-379,611331600,136 EAST 64TH AVENUE PHILADELPHIA PA 19120,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:30 PM ET,,,,,
1286977,Preview,21400,07-07-26 10:00 AM,07-07-26 01:30 PM,ROMANO GARUBO & ARGENTIERI,159201,2601-352,501004500,7236 FORREST AVENUE PHILADELPHIA PA 19138,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:30 PM ET,,,,,
1286995,Preview,162500,07-07-26 10:00 AM,07-07-26 01:30 PM,FLECK ECKERT KLEIN  LLC,1207422,2603-456,881070277,2613 WEST GIRARD AVENUE PHILADELPHIA PA 19130,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,,,,,,
1287025,Preview,12700,07-07-26 10:00 AM,07-07-26 01:30 PM,"ROBERTSON, ANSCHUTZ, SCHNEID, CRANE & PARTNERS, PLLC",127712,2605-365,888303722,2112 CHRISTIAN STREET APT C PHILADELPHIA PA 19146,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:30 PM ET,,,,,
1287055,Preview,45700,07-07-26 10:00 AM,07-07-26 01:30 PM,"MCCABE, WEISBERG & CONWAY, LLC",782481,2606-391,183181700,1803 NORTH 6TH STREET PHILADELPHIA PA 19122,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:30 PM ET,,,,,
1287421,Preview,17200,07-07-26 10:00 AM,07-07-26 01:30 PM,"STERN & EISENBERG, PC",184857,2511-375,343358000,1804 NORTH 77TH STREET PHILADELPHIA PA 19151,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:30 PM ET,,,,,
1287463,Preview,36100,07-07-26 10:00 AM,07-07-26 01:30 PM,FRIEDMAN VARTOLO LLP,37936,2604-375,273050000,1213 SOUTH 49TH STREET PHILADELPHIA PA 19143,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,,,,,,
